 id_filial                                                               descricao  empresa               desc_empresa  id_produto  id_epi                       descricao_produto  id_tamanho qtde_entrada saldoestoque             dataentrada
        11                         MATEUS SUPERMERCADOS S.A. SUPER CIDADE OPERARIA        2       MATEUS SUPERMERCADOS      149457      22          BOTA HIDROFUGADA BRANCA TAM 42          22     1.000000     0.000000 2016-01-19 19:00:13.147
         1                                  MATEUS SUPERMERCADOS S.A. HIPER BALSAS        2       MATEUS SUPERMERCADOS       89964      21       BOTA PVC CANO MEDIO BRANCA TAM 41          21     1.000000     0.000000 2016-04-07 13:29:14.043
        18                                MATEUS SUPERMERCADOS S.A. SUPER COHATRAC        2       MATEUS SUPERMERCADOS      149440      22          BOTA HIDROFUGADA BRANCA TAM 34          14     1.000000     0.000000 2013-08-30 15:11:10.157
        28                               MATEUS SUPERMERCADOS S.A. MIX PARAUAPEBAS        2       MATEUS SUPERMERCADOS      149446      22          BOTA HIDROFUGADA BRANCA TAM 36          16     2.000000     0.000000 2016-02-27 13:50:18.340
        63                             MATEUS SUPERMERCADOS S.A. ELETRO JOAO PAULO        2       MATEUS SUPERMERCADOS       52780      19             BOTA COM BICO DE ACO TAM 40          20     1.000000     0.000000 2016-01-04 09:50:10.520
        55                            MATEUS SUPERMERCADOS S.A. ELETRO PRES. DUTRA        2       MATEUS SUPERMERCADOS       52716       4           OCULOS DE SEGURANï¿½A INCOLOR          11     2.000000     0.000000 2016-01-27 19:20:00.967
        21                           MATEUS SUPERMERCADOS S.A. SUPER CAPIM DOURADO        2       MATEUS SUPERMERCADOS      149396      24            BOTA WORK BOOT MARRON TAM 39          19     1.000000     0.000000 2016-02-19 15:42:05.800
        93                                   MATEUS SUPERMERCADOS S.A. MIX MAIOBAO        2       MATEUS SUPERMERCADOS       52705      72                       LUVA P/FRIO TAM M           3     1.000000     0.000000 2016-04-23 13:13:32.893
       453                                 POSTERUS SUPERMERCADOS LTDA. ITUPIRANGA       15     POSTERUS SUPERMERCADOS       52378      23        BOTA COM BICO DE PLASTICO TAM 42          22     5.000000     4.000000 2024-01-25 18:45:23.937
       415                               POSTERUS SUPERMERCADOS LTDA. SAO BERNARDO       15     POSTERUS SUPERMERCADOS       51479      26            CALCA FRIGORIFICA AZUL TAM G           4     4.000000     3.000000 2023-10-31 08:28:57.670
        24                             MATEUS SUPERMERCADOS S.A. SUPER NOVA MARABA        2       MATEUS SUPERMERCADOS       52397      23        BOTA COM BICO DE PLASTICO TAM 45          25     1.000000     0.000000 2016-04-23 18:40:49.867
       115                                        ARMAZEM MATEUS S.A. CD 115 BELEM        4         ARMAZEM MATEUS S.A      149462      22          BOTA HIDROFUGADA BRANCA TAM 45          25     4.000000     0.000000 2018-08-30 16:57:09.703
       290                            MATEUS SUPERMERCADOS S.A. SUPER QUIXERAMOBIM        2       MATEUS SUPERMERCADOS      520435      76       BOTA COM BICO DE COMPOSITE TAM 42          22     3.000000     3.000000 2024-03-05 18:38:35.667
        30                                 MATEUS SUPERMERCADOS S.A. SUPER BACANGA        2       MATEUS SUPERMERCADOS      149337      21       BOTA PVC CANO MEDIO BRANCA TAM 34          14     1.000000     0.000000 2016-01-21 15:40:15.573
         3                              MATEUS SUPERMERCADOS S.A. SUPER SANTA INES        2       MATEUS SUPERMERCADOS      243807      34         SAPATO STICK SHOE BRANCO TAM 36          16     1.000000     1.000000 2024-03-28 19:52:11.990
       453                                 POSTERUS SUPERMERCADOS LTDA. ITUPIRANGA       15     POSTERUS SUPERMERCADOS       89951      25           JAPONA FRIGORIFICA AZUL TAM P           2     1.000000     1.000000 2024-04-03 19:33:36.293
        96                                MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO        2       MATEUS SUPERMERCADOS      520425      76       BOTA COM BICO DE COMPOSITE TAM 37          17     1.000000     2.000000 2024-04-04 15:01:44.907
       515                       MATEUS SUPERMERCADOS S.A. MIX PAULISTA-MARANGUAPE        2       MATEUS SUPERMERCADOS       52566      97                      JUGULAR P/CAPACETE          11     1.000000     1.000000 2024-04-10 17:55:33.737
         3                              MATEUS SUPERMERCADOS S.A. SUPER SANTA INES        2       MATEUS SUPERMERCADOS       89951      25           JAPONA FRIGORIFICA AZUL TAM P           2     2.000000     2.000000 2024-03-28 19:52:11.990
         8                               MATEUS SUPERMERCADOS S.A. SUPER TURUZINHO        2       MATEUS SUPERMERCADOS       89964      21       BOTA PVC CANO MEDIO BRANCA TAM 41          21     1.000000     0.000000 2016-04-11 09:02:31.910
       512                                   MATEUS SUPERMERCADOS S.A. MIX ITABUNA        2       MATEUS SUPERMERCADOS      520440      76       BOTA COM BICO DE COMPOSITE TAM 44          24     1.000000     0.000000 2024-01-17 14:26:56.243
       203                               MATEUS SUPERMERCADOS S.A. SUPER TAILANDIA        2       MATEUS SUPERMERCADOS      514540      56                    MEIA TERMICA ALGODAO          11     1.000000    19.000000 2024-03-18 08:50:16.103
         3                              MATEUS SUPERMERCADOS S.A. SUPER SANTA INES        2       MATEUS SUPERMERCADOS      361264      80                        LUVA DE PU TAM G           4     5.000000    23.000000 2024-04-18 15:01:37.553
       502                             MATEUS SUPERMERCADOS S.A. SUPER SANTA CLARA        2       MATEUS SUPERMERCADOS       89966      21       BOTA PVC CANO MEDIO BRANCA TAM 42          22     2.000000     0.000000 2024-04-12 19:35:08.300
       502                             MATEUS SUPERMERCADOS S.A. SUPER SANTA CLARA        2       MATEUS SUPERMERCADOS      243813      34         SAPATO STICK SHOE BRANCO TAM 42          22     1.000000     0.000000 2024-04-12 19:35:08.300
       453                                 POSTERUS SUPERMERCADOS LTDA. ITUPIRANGA       15     POSTERUS SUPERMERCADOS      240534      26            CALCA FRIGORIFICA AZUL TAM P           2     1.000000     0.000000 2024-04-03 19:33:36.293
         5                                   MATEUS SUPERMERCADOS S.A. SUPER COHAB        2       MATEUS SUPERMERCADOS       89964      21       BOTA PVC CANO MEDIO BRANCA TAM 41          21     2.000000     0.000000 2016-04-25 11:07:03.087
        11                         MATEUS SUPERMERCADOS S.A. SUPER CIDADE OPERARIA        2       MATEUS SUPERMERCADOS      243807      34         SAPATO STICK SHOE BRANCO TAM 36          16     1.000000     0.000000 2016-04-11 10:45:24.623
         7                                  MATEUS SUPERMERCADOS S.A. HIPER COHAMA        2       MATEUS SUPERMERCADOS      283345      90          SAPATO STICK SHOE PRETO TAM 37          17     2.000000     1.000000 2024-01-10 11:31:07.540
         8                               MATEUS SUPERMERCADOS S.A. SUPER TURUZINHO        2       MATEUS SUPERMERCADOS       52701      13                    LUVA MALHA ACO TAM M           3     2.000000     0.000000 2014-11-21 14:30:01.300
        28                               MATEUS SUPERMERCADOS S.A. MIX PARAUAPEBAS        2       MATEUS SUPERMERCADOS       52735      28                         AVENTAL TERMICO          11     2.000000     0.000000 2015-05-08 16:30:06.200
         1                                  MATEUS SUPERMERCADOS S.A. HIPER BALSAS        2       MATEUS SUPERMERCADOS       52776      19             BOTA COM BICO DE ACO TAM 38          18     5.000000     0.000000 2016-04-07 13:29:14.043
         6                                  MATEUS SUPERMERCADOS S.A. - RENASCENCA        2       MATEUS SUPERMERCADOS      243806      34         SAPATO STICK SHOE BRANCO TAM 35          15     1.000000     0.000000 2016-05-31 09:13:55.380
         5                                   MATEUS SUPERMERCADOS S.A. SUPER COHAB        2       MATEUS SUPERMERCADOS       52737      18         MASCARA SEMI FACIAL S/FILTRO 3M          11     5.000000     0.000000 2014-06-13 17:29:50.763
        29                           MATEUS SUPERMERCADOS S.A. MIX JARDIM TROPICAL        2       MATEUS SUPERMERCADOS       52711      15                            LUVA VAQUETA           2     1.000000     0.000000 2016-05-11 14:40:42.457
       331                                 ARMAZEM MATEUS S.A. CD 331 SANTA ISABEL        4         ARMAZEM MATEUS S.A      149449      22          BOTA HIDROFUGADA BRANCA TAM 37          17     2.000000     0.000000 2021-06-07 12:56:23.720
        20                                   MATEUS SUPERMERCADOS S.A. MIX VINHAIS        2       MATEUS SUPERMERCADOS       52736       2      CAPACETE ABA FRONTA BRANCO C/ CARN          11     1.000000     0.000000 2013-08-21 16:02:00.397
        23                              MATEUS SUPERMERCADOS S.A. SUPER CAJAZEIRAS        2       MATEUS SUPERMERCADOS       52381      23        BOTA COM BICO DE PLASTICO TAM 44          24     1.000000     0.000000 2015-09-03 13:00:33.657
        15                              MATEUS SUPERMERCADOS S.A. SUPER ACAILANDIA        2       MATEUS SUPERMERCADOS       52704      72                       LUVA P/FRIO TAM G           4     1.000000     0.000000 2015-08-29 16:11:01.373
        11                         MATEUS SUPERMERCADOS S.A. SUPER CIDADE OPERARIA        2       MATEUS SUPERMERCADOS      149369      21       BOTA PVC CANO MEDIO BRANCA TAM 37          17     1.000000     0.000000 2016-06-23 09:35:41.957
       115                                        ARMAZEM MATEUS S.A. CD 115 BELEM        4         ARMAZEM MATEUS S.A       52695      41                   LUVA TERMICA P/FRANGO          11    10.000000     0.000000 2018-10-23 11:37:13.320
         9                          MATEUS SUPERMERCADOS S.A. ELETRO A. MARANHENSE        2       MATEUS SUPERMERCADOS       52776      19             BOTA COM BICO DE ACO TAM 38          18     2.000000     0.000000 2015-08-03 13:20:01.503
       453                                 POSTERUS SUPERMERCADOS LTDA. ITUPIRANGA       15     POSTERUS SUPERMERCADOS       52777      19             BOTA COM BICO DE ACO TAM 39          19     5.000000     4.000000 2024-01-25 18:45:23.937
        92                                   MATEUS SUPERMERCADOS S.A. MIX BACURI         2       MATEUS SUPERMERCADOS       52736       2      CAPACETE ABA FRONTA BRANCO C/ CARN          11     6.000000     0.000000 2014-01-18 12:45:41.023
        11                         MATEUS SUPERMERCADOS S.A. SUPER CIDADE OPERARIA        2       MATEUS SUPERMERCADOS      149370      19             BOTA COM BICO DE ACO TAM 34          14     1.000000     0.000000 2015-07-29 13:10:04.600
        20                                   MATEUS SUPERMERCADOS S.A. MIX VINHAIS        2       MATEUS SUPERMERCADOS       52695      41                   LUVA TERMICA P/FRANGO          11     2.000000     0.000000 2016-02-19 09:10:00.620
        11                         MATEUS SUPERMERCADOS S.A. SUPER CIDADE OPERARIA        2       MATEUS SUPERMERCADOS       52101      23        BOTA COM BICO DE PLASTICO TAM 36          16     1.000000     0.000000 2016-04-23 20:33:42.550
         2                              MATEUS SUPERMERCADOS S.A. SUPER RUA CEARA         2       MATEUS SUPERMERCADOS       52781      19             BOTA COM BICO DE ACO TAM 42          22     2.000000     0.000000 2015-11-14 10:05:38.390
        21                           MATEUS SUPERMERCADOS S.A. SUPER CAPIM DOURADO        2       MATEUS SUPERMERCADOS       52333      23        BOTA COM BICO DE PLASTICO TAM 40          20     2.000000     0.000000 2015-07-29 16:00:24.010
       252                         MATEUS SUPERMERCADOS S.A. MIX TERESINA-NOVAFAPI        2       MATEUS SUPERMERCADOS       89959      21       BOTA PVC CANO MEDIO BRANCA TAM 38          18         None     0.000000 2023-08-09 00:00:00.000
       449                                  POSTERUS SUPERMERCADOS LTDA. GOIANESIA       15     POSTERUS SUPERMERCADOS      502312      77           AVENTAL EM VINIL TRANSPARENTE          11         None     0.000000 2023-08-08 00:00:00.000
        35                               MATEUS SUPERMERCADOS S.A. SUPER CASTANHAL        2       MATEUS SUPERMERCADOS       52333      23        BOTA COM BICO DE PLASTICO TAM 40          20     0.000000     0.000000 2023-08-02 00:00:00.000
       331                                 ARMAZEM MATEUS S.A. CD 331 SANTA ISABEL        4         ARMAZEM MATEUS S.A       53536      19             BOTA COM BICO DE ACO TAM 45          25         None     0.000000 2023-08-05 00:00:00.000
       271                                  MATEUS SUPERMERCADOS S.A. MIX FLORIANO        2       MATEUS SUPERMERCADOS       89959      21       BOTA PVC CANO MEDIO BRANCA TAM 38          18         None     0.000000 2023-08-11 00:00:00.000
       268                               MATEUS SUPERMERCADOS S.A. MIX PARAGOMINAS        2       MATEUS SUPERMERCADOS      149451      22          BOTA HIDROFUGADA BRANCA TAM 38          18         None     0.000000 2023-08-09 00:00:00.000
        37                                     MATEUS SUPERMERCADOS S.A. MIX BELEM        2       MATEUS SUPERMERCADOS       89953      26            CALCA FRIGORIFICA AZUL TAM M           3     0.000000     0.000000 2023-08-04 00:00:00.000
        30                                 MATEUS SUPERMERCADOS S.A. SUPER BACANGA        2       MATEUS SUPERMERCADOS      149446      22          BOTA HIDROFUGADA BRANCA TAM 36          16     2.000000     0.000000 2016-01-21 15:40:15.573
