id_filial,descricao,empresa,desc_empresa,id_produto,id_epi,descricao_produto,id_tamanho,qtde_entrada,saldoestoque,dataentrada
285,MATEUS SUPERMERCADOS S.A. SUPER CRATEUS,2,MATEUS SUPERMERCADOS,149459,22,BOTA HIDROFUGADA BRANCA TAM 44,24,1.000000,0.000000,2024-05-30 18:23:22.323
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,52780,19,BOTA COM BICO DE ACO TAM 40,20,3.000000,0.000000,2024-05-30 18:15:39.210
203,MATEUS SUPERMERCADOS S.A. SUPER TAILANDIA,2,MATEUS SUPERMERCADOS,514540,56,MEIA TERMICA ALGODAO,11,1.000000,18.000000,2024-05-29 15:08:27.373
203,MATEUS SUPERMERCADOS S.A. SUPER TAILANDIA,2,MATEUS SUPERMERCADOS,149337,21,BOTA PVC CANO MEDIO BRANCA TAM 34,14,1.000000,0.000000,2024-05-30 18:46:20.143
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,502326,3,BALACLAVA BRANCA,11,18.000000,0.000000,2024-05-30 18:15:39.197
453,POSTERUS SUPERMERCADOS LTDA. ITUPIRANGA,15,POSTERUS SUPERMERCADOS,52704,72,LUVA P/FRIO TAM G,4,19.000000,0.000000,2024-05-30 18:36:37.577
285,MATEUS SUPERMERCADOS S.A. SUPER CRATEUS,2,MATEUS SUPERMERCADOS,52173,23,BOTA COM BICO DE PLASTICO TAM 38,18,1.000000,1.000000,2024-06-01 10:19:58.953
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502326,3,BALACLAVA BRANCA,11,1.000000,13.000000,2024-05-22 15:04:10.380
290,MATEUS SUPERMERCADOS S.A. SUPER QUIXERAMOBIM,2,MATEUS SUPERMERCADOS,52777,19,BOTA COM BICO DE ACO TAM 39,19,1.000000,1.000000,2024-06-01 10:20:29.057
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,52781,19,BOTA COM BICO DE ACO TAM 42,22,1.000000,-1.000000,2024-05-22 15:04:10.270
285,MATEUS SUPERMERCADOS S.A. SUPER CRATEUS,2,MATEUS SUPERMERCADOS,243811,34,SAPATO STICK SHOE BRANCO TAM 40,20,1.000000,1.000000,2024-06-01 12:17:26.277
290,MATEUS SUPERMERCADOS S.A. SUPER QUIXERAMOBIM,2,MATEUS SUPERMERCADOS,243809,34,SAPATO STICK SHOE BRANCO TAM 38,18,1.000000,1.000000,2024-06-01 10:20:30.697
512,MATEUS SUPERMERCADOS S.A. MIX ITABUNA,2,MATEUS SUPERMERCADOS,502326,3,BALACLAVA BRANCA,11,1.000000,12.000000,2024-05-27 15:17:31.920
285,MATEUS SUPERMERCADOS S.A. SUPER CRATEUS,2,MATEUS SUPERMERCADOS,520435,76,BOTA COM BICO DE COMPOSITE TAM 42,22,1.000000,4.000000,2024-06-01 14:53:14.730
285,MATEUS SUPERMERCADOS S.A. SUPER CRATEUS,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,16.000000,2024-06-01 14:53:13.280
285,MATEUS SUPERMERCADOS S.A. SUPER CRATEUS,2,MATEUS SUPERMERCADOS,520437,76,BOTA COM BICO DE COMPOSITE TAM 43,23,1.000000,2.000000,2024-06-01 14:53:14.323
203,MATEUS SUPERMERCADOS S.A. SUPER TAILANDIA,2,MATEUS SUPERMERCADOS,520425,76,BOTA COM BICO DE COMPOSITE TAM 37,17,1.000000,-1.000000,2024-05-27 15:08:04.280
203,MATEUS SUPERMERCADOS S.A. SUPER TAILANDIA,2,MATEUS SUPERMERCADOS,361264,80,LUVA DE PU TAM G,4,1.000000,-12.000000,2024-05-27 15:09:50.507
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,502326,3,BALACLAVA BRANCA,11,1.000000,0.000000,2024-06-04 12:27:59.187
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,149369,21,BOTA PVC CANO MEDIO BRANCA TAM 37,17,1.000000,2.000000,2024-05-24 16:08:02.397
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,502326,3,BALACLAVA BRANCA,11,1.000000,-1.000000,2024-06-04 11:23:27.550
525,MATEUS SUPERMERCADOS S.A. MIX MATEUS CAXANGA,2,MATEUS SUPERMERCADOS,52380,23,BOTA COM BICO DE PLASTICO TAM 43,23,1.000000,1.000000,2024-05-21 16:50:48.703
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502326,3,BALACLAVA BRANCA,11,1.000000,11.000000,2024-05-23 10:50:21.580
203,MATEUS SUPERMERCADOS S.A. SUPER TAILANDIA,2,MATEUS SUPERMERCADOS,361264,80,LUVA DE PU TAM G,4,11.000000,0.000000,2024-05-30 18:46:20.110
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,52781,19,BOTA COM BICO DE ACO TAM 42,22,7.000000,0.000000,2024-05-30 18:15:39.180
203,MATEUS SUPERMERCADOS S.A. SUPER TAILANDIA,2,MATEUS SUPERMERCADOS,89966,21,BOTA PVC CANO MEDIO BRANCA TAM 42,22,1.000000,-1.000000,2024-05-21 15:00:42.123
7,MATEUS SUPERMERCADOS S.A. HIPER COHAMA,2,MATEUS SUPERMERCADOS,89950,25,JAPONA FRIGORIFICA AZUL TAM M,3,8.000000,0.000000,2024-05-30 18:06:41.103
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,52334,23,BOTA COM BICO DE PLASTICO TAM 41,21,5.000000,0.000000,2024-05-30 18:21:11.320
453,POSTERUS SUPERMERCADOS LTDA. ITUPIRANGA,15,POSTERUS SUPERMERCADOS,92472,8,LUVA LATEX TAM P,2,1.000000,0.000000,2024-05-30 18:36:37.813
512,MATEUS SUPERMERCADOS S.A. MIX ITABUNA,2,MATEUS SUPERMERCADOS,89950,25,JAPONA FRIGORIFICA AZUL TAM M,3,1.000000,10.000000,2024-05-28 16:42:40.703
7,MATEUS SUPERMERCADOS S.A. HIPER COHAMA,2,MATEUS SUPERMERCADOS,52333,23,BOTA COM BICO DE PLASTICO TAM 40,20,5.000000,0.000000,2024-05-30 18:06:41.120
7,MATEUS SUPERMERCADOS S.A. HIPER COHAMA,2,MATEUS SUPERMERCADOS,149452,22,BOTA HIDROFUGADA BRANCA TAM 39,19,3.000000,0.000000,2024-05-30 18:06:41.167
285,MATEUS SUPERMERCADOS S.A. SUPER CRATEUS,2,MATEUS SUPERMERCADOS,243813,34,SAPATO STICK SHOE BRANCO TAM 42,22,1.000000,0.000000,2024-05-30 18:23:22.293
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,243811,34,SAPATO STICK SHOE BRANCO TAM 40,20,1.000000,0.000000,2024-05-30 18:21:11.380
3,MATEUS SUPERMERCADOS S.A. SUPER SANTA INES,2,MATEUS SUPERMERCADOS,149457,22,BOTA HIDROFUGADA BRANCA TAM 42,22,1.000000,0.000000,2024-05-30 18:41:13.113
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,52781,19,BOTA COM BICO DE ACO TAM 42,22,3.000000,0.000000,2024-05-30 18:21:11.333
285,MATEUS SUPERMERCADOS S.A. SUPER CRATEUS,2,MATEUS SUPERMERCADOS,89969,21,BOTA PVC CANO MEDIO BRANCA TAM 44,24,1.000000,0.000000,2024-05-30 18:23:22.560
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,52774,19,BOTA COM BICO DE ACO TAM 36,16,2.000000,0.000000,2024-05-30 18:15:39.257
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,52735,28,AVENTAL TERMICO,11,1.000000,0.000000,2024-05-30 18:15:39.257
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,51506,26,CALCA FRIGORIFICA AZUL TAM GG,5,4.000000,0.000000,2024-05-30 18:15:39.240
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,52784,19,BOTA COM BICO DE ACO TAM 44,24,1.000000,0.000000,2024-05-30 18:21:11.413
502,MATEUS SUPERMERCADOS S.A. SUPER SANTA CLARA,2,MATEUS SUPERMERCADOS,52705,72,LUVA P/FRIO TAM M,3,5.000000,0.000000,2024-05-30 19:14:15.970
268,MATEUS SUPERMERCADOS S.A. MIX PARAGOMINAS,2,MATEUS SUPERMERCADOS,92471,8,LUVA LATEX TAM M,3,1.000000,0.000000,2024-05-30 18:44:13.607
290,MATEUS SUPERMERCADOS S.A. SUPER QUIXERAMOBIM,2,MATEUS SUPERMERCADOS,89964,21,BOTA PVC CANO MEDIO BRANCA TAM 41,21,1.000000,0.000000,2024-05-30 20:00:48.873
525,MATEUS SUPERMERCADOS S.A. MIX MATEUS CAXANGA,2,MATEUS SUPERMERCADOS,520435,76,BOTA COM BICO DE COMPOSITE TAM 42,22,2.000000,2.000000,2024-05-21 16:50:50.813
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,89951,25,JAPONA FRIGORIFICA AZUL TAM P,2,6.000000,0.000000,2024-05-30 18:15:39.163
285,MATEUS SUPERMERCADOS S.A. SUPER CRATEUS,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,43.000000,0.000000,2024-05-30 18:23:21.637
61,INDUSTRIA DE PAES E MASSAS MATEUS LTDA. C PANIFICACAO CONGELADA,1,INDUSTRIA DE MASSAS E PAES,149430,17,TALABARTE TIPO Y,11,1.000000,1.000000,2024-05-31 12:06:42.870
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,125.000000,2024-05-22 15:04:10.330
512,MATEUS SUPERMERCADOS S.A. MIX ITABUNA,2,MATEUS SUPERMERCADOS,89950,25,JAPONA FRIGORIFICA AZUL TAM M,3,1.000000,10.000000,2024-05-09 07:33:36.377
512,MATEUS SUPERMERCADOS S.A. MIX ITABUNA,2,MATEUS SUPERMERCADOS,63281,29,PROTETOR AURICULAR PLUG,11,1.000000,31.000000,2024-05-09 07:33:36.350
290,MATEUS SUPERMERCADOS S.A. SUPER QUIXERAMOBIM,2,MATEUS SUPERMERCADOS,52333,23,BOTA COM BICO DE PLASTICO TAM 40,20,1.000000,7.000000,2024-05-15 16:21:40.097
512,MATEUS SUPERMERCADOS S.A. MIX ITABUNA,2,MATEUS SUPERMERCADOS,89950,25,JAPONA FRIGORIFICA AZUL TAM M,3,1.000000,11.000000,2024-05-15 18:06:18.610
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,52781,19,BOTA COM BICO DE ACO TAM 42,22,2.000000,1.000000,2024-05-18 11:26:00.837
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,52781,19,BOTA COM BICO DE ACO TAM 42,22,1.000000,0.000000,2024-05-20 17:53:40.417
203,MATEUS SUPERMERCADOS S.A. SUPER TAILANDIA,2,MATEUS SUPERMERCADOS,520420,76,BOTA COM BICO DE COMPOSITE TAM 35,15,3.000000,3.000000,2024-05-20 15:18:21.063
285,MATEUS SUPERMERCADOS S.A. SUPER CRATEUS,2,MATEUS SUPERMERCADOS,243810,34,SAPATO STICK SHOE BRANCO TAM 39,19,1.000000,3.000000,2024-06-04 10:04:59.643
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,243811,34,SAPATO STICK SHOE BRANCO TAM 40,20,1.000000,-1.000000,2024-06-04 10:33:35.503
285,MATEUS SUPERMERCADOS S.A. SUPER CRATEUS,2,MATEUS SUPERMERCADOS,89959,21,BOTA PVC CANO MEDIO BRANCA TAM 38,18,1.000000,1.000000,2024-06-04 10:04:59.440
3,MATEUS SUPERMERCADOS S.A. SUPER SANTA INES,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,14.000000,2024-05-07 18:47:24.310
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,52704,72,LUVA P/FRIO TAM G,4,1.000000,3.000000,2024-05-08 09:33:36.467
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,27.000000,2024-05-08 09:49:18.653
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,52774,19,BOTA COM BICO DE ACO TAM 36,16,1.000000,-2.000000,2024-05-08 10:24:26.167
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,25.000000,2024-05-08 10:30:36.100
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,24.000000,2024-05-08 10:52:02.687
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,22.000000,2024-05-10 09:33:01.070
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,52716,4,OCULOS DE SEGURANï¿½A INCOLOR,11,1.000000,-3.000000,2024-05-13 20:33:50.007
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,52704,72,LUVA P/FRIO TAM G,4,1.000000,1.000000,2024-05-13 18:23:46.663
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,89961,21,BOTA PVC CANO MEDIO BRANCA TAM 40,20,1.000000,2.000000,2024-05-15 09:57:40.853
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,30.000000,2024-05-06 11:14:32.593
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,95170,74,LUVA NITRILICA VERDE TAM M,3,1.000000,18.000000,2024-05-07 11:55:14.187
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,29.000000,2024-05-08 09:01:17.700
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,26.000000,2024-05-08 09:52:24.507
512,MATEUS SUPERMERCADOS S.A. MIX ITABUNA,2,MATEUS SUPERMERCADOS,502326,3,BALACLAVA BRANCA,11,2.000000,13.000000,2024-05-09 07:33:36.563
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,23.000000,2024-05-09 16:20:45.017
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,21.000000,2024-05-10 09:51:51.377
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,20.000000,2024-05-10 10:25:07.830
3,MATEUS SUPERMERCADOS S.A. SUPER SANTA INES,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,13.000000,2024-05-13 10:22:13.990
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,89961,21,BOTA PVC CANO MEDIO BRANCA TAM 40,20,1.000000,3.000000,2024-05-13 20:28:42.897
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,18.000000,2024-05-15 09:33:33.303
512,MATEUS SUPERMERCADOS S.A. MIX ITABUNA,2,MATEUS SUPERMERCADOS,502326,3,BALACLAVA BRANCA,11,2.000000,15.000000,2024-05-15 18:06:18.783
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,52716,4,OCULOS DE SEGURANï¿½A INCOLOR,11,1.000000,-2.000000,2024-05-16 12:04:21.897
512,MATEUS SUPERMERCADOS S.A. MIX ITABUNA,2,MATEUS SUPERMERCADOS,502326,3,BALACLAVA BRANCA,11,1.000000,13.000000,2024-05-18 08:02:58.087
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,52716,4,OCULOS DE SEGURANï¿½A INCOLOR,11,1.000000,-3.000000,2024-05-23 16:12:36.973
453,POSTERUS SUPERMERCADOS LTDA. ITUPIRANGA,15,POSTERUS SUPERMERCADOS,52779,19,BOTA COM BICO DE ACO TAM 37,17,1.000000,1.000000,2024-06-03 14:32:01.453
285,MATEUS SUPERMERCADOS S.A. SUPER CRATEUS,2,MATEUS SUPERMERCADOS,149449,22,BOTA HIDROFUGADA BRANCA TAM 37,17,1.000000,1.000000,2024-06-04 10:04:59.500
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,12.000000,2024-06-04 09:16:02.663
512,MATEUS SUPERMERCADOS S.A. MIX ITABUNA,2,MATEUS SUPERMERCADOS,502326,3,BALACLAVA BRANCA,11,1.000000,10.000000,2024-05-29 13:16:45.510
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,109.000000,2024-05-08 09:28:08.453
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,52705,72,LUVA P/FRIO TAM M,3,1.000000,7.000000,2024-05-08 09:39:20.157
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,101.000000,2024-05-08 09:43:36.610
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,99.000000,2024-05-08 09:45:49.500
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,52705,72,LUVA P/FRIO TAM M,3,1.000000,2.000000,2024-05-09 08:32:03.887
502,MATEUS SUPERMERCADOS S.A. SUPER SANTA CLARA,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,11.000000,2024-05-15 11:26:32.350
453,POSTERUS SUPERMERCADOS LTDA. ITUPIRANGA,15,POSTERUS SUPERMERCADOS,246602,99,RETENTOR P/MASCARA SEMI FACIAL 3M,11,1.000000,1.000000,2024-05-07 14:28:37.483
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,108.000000,2024-05-08 09:29:28.070
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,106.000000,2024-05-08 09:35:44.710
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,104.000000,2024-05-08 09:39:12.507
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,103.000000,2024-05-08 09:41:03.983
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,97.000000,2024-05-08 09:47:42.953
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,96.000000,2024-05-08 09:48:31.187
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,52705,72,LUVA P/FRIO TAM M,3,1.000000,6.000000,2024-05-08 09:49:18.647
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,94.000000,2024-05-08 10:41:06.950
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,93.000000,2024-05-08 10:42:58.570
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,52705,72,LUVA P/FRIO TAM M,3,1.000000,4.000000,2024-05-08 10:30:36.097
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,52705,72,LUVA P/FRIO TAM M,3,1.000000,3.000000,2024-05-08 10:33:23.223
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502326,3,BALACLAVA BRANCA,11,6.000000,14.000000,2024-05-13 20:33:50.007
203,MATEUS SUPERMERCADOS S.A. SUPER TAILANDIA,2,MATEUS SUPERMERCADOS,149458,22,BOTA HIDROFUGADA BRANCA TAM 43,23,1.000000,-3.000000,2024-05-20 15:18:21.063
203,MATEUS SUPERMERCADOS S.A. SUPER TAILANDIA,2,MATEUS SUPERMERCADOS,52776,19,BOTA COM BICO DE ACO TAM 38,18,5.000000,4.000000,2024-05-20 15:18:21.060
203,MATEUS SUPERMERCADOS S.A. SUPER TAILANDIA,2,MATEUS SUPERMERCADOS,149458,22,BOTA HIDROFUGADA BRANCA TAM 43,23,1.000000,-4.000000,2024-05-20 17:04:05.573
203,MATEUS SUPERMERCADOS S.A. SUPER TAILANDIA,2,MATEUS SUPERMERCADOS,149458,22,BOTA HIDROFUGADA BRANCA TAM 43,23,1.000000,-5.000000,2024-05-20 18:01:12.377
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,52705,72,LUVA P/FRIO TAM M,3,1.000000,0.000000,2024-06-03 15:12:17.750
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,122.000000,2024-06-04 10:33:35.520
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,1.000000,120.000000,2024-06-04 16:06:41.920
453,POSTERUS SUPERMERCADOS LTDA. ITUPIRANGA,15,POSTERUS SUPERMERCADOS,52776,19,BOTA COM BICO DE ACO TAM 38,18,1.000000,3.000000,2024-05-06 14:59:50.777
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,283348,90,SAPATO STICK SHOE PRETO TAM 40,20,1.000000,0.000000,2024-05-13 20:33:50.007
415,POSTERUS SUPERMERCADOS LTDA. SAO BERNARDO,15,POSTERUS SUPERMERCADOS,52381,23,BOTA COM BICO DE PLASTICO TAM 44,24,1.000000,-1.000000,2024-05-08 14:06:36.147
415,POSTERUS SUPERMERCADOS LTDA. SAO BERNARDO,15,POSTERUS SUPERMERCADOS,52381,23,BOTA COM BICO DE PLASTICO TAM 44,24,1.000000,0.000000,2024-05-16 11:24:46.587
61,INDUSTRIA DE PAES E MASSAS MATEUS LTDA. C PANIFICACAO CONGELADA,1,INDUSTRIA DE MASSAS E PAES,193747,30,PROTETOR AUD CONCHA,11,2.000000,22.000000,2024-05-17 10:07:24.527
61,INDUSTRIA DE PAES E MASSAS MATEUS LTDA. C PANIFICACAO CONGELADA,1,INDUSTRIA DE MASSAS E PAES,193747,30,PROTETOR AUD CONCHA,11,1.000000,21.000000,2024-05-17 10:09:17.063
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502392,89,BOTA WORK BOOT PRETA TAM 43,23,1.000000,0.000000,2024-05-18 11:39:53.077
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,502392,89,BOTA WORK BOOT PRETA TAM 43,23,1.000000,1.000000,2024-05-18 11:26:00.837
60,INDUSTRIA DE PAES E MASSAS MATEUS LTDA. FABRICA DE PAES,1,INDUSTRIA DE MASSAS E PAES,149456,22,BOTA HIDROFUGADA BRANCA TAM 41,21,1.000000,7.000000,2024-05-18 13:44:14.417
453,POSTERUS SUPERMERCADOS LTDA. ITUPIRANGA,15,POSTERUS SUPERMERCADOS,52776,19,BOTA COM BICO DE ACO TAM 38,18,1.000000,4.000000,2024-06-03 14:32:01.453
276,MATEUS SUPERMERCADOS S.A. MIX BENGUI,2,MATEUS SUPERMERCADOS,52334,23,BOTA COM BICO DE PLASTICO TAM 41,21,1.000000,-4.000000,2024-05-22 18:39:01.557
96,MATEUS SUPERMERCADOS S.A. MIX JOAO PAULO,2,MATEUS SUPERMERCADOS,52173,23,BOTA COM BICO DE PLASTICO TAM 38,18,1.000000,0.000000,2024-05-31 09:41:39.773
290,MATEUS SUPERMERCADOS S.A. SUPER QUIXERAMOBIM,2,MATEUS SUPERMERCADOS,149457,22,BOTA HIDROFUGADA BRANCA TAM 42,22,1.000000,2.000000,2024-06-01 10:20:30.620
285,MATEUS SUPERMERCADOS S.A. SUPER CRATEUS,2,MATEUS SUPERMERCADOS,243810,34,SAPATO STICK SHOE BRANCO TAM 39,19,1.000000,2.000000,2024-06-01 12:17:26.260
285,MATEUS SUPERMERCADOS S.A. SUPER CRATEUS,2,MATEUS SUPERMERCADOS,89950,25,JAPONA FRIGORIFICA AZUL TAM M,3,1.000000,1.000000,2024-06-01 10:19:59.423
20,MATEUS SUPERMERCADOS S.A. MIX VINHAIS,2,MATEUS SUPERMERCADOS,51957,23,BOTA COM BICO DE PLASTICO TAM 34,14,50.000000,55.000000,2024-05-29 15:43:27.427
290,MATEUS SUPERMERCADOS S.A. SUPER QUIXERAMOBIM,2,MATEUS SUPERMERCADOS,243813,34,SAPATO STICK SHOE BRANCO TAM 42,22,1.000000,1.000000,2024-06-01 10:20:30.743
285,MATEUS SUPERMERCADOS S.A. SUPER CRATEUS,2,MATEUS SUPERMERCADOS,149419,24,BOTA WORK BOOT MARRON TAM 42,22,1.000000,1.000000,2024-06-01 14:53:14.293
285,MATEUS SUPERMERCADOS S.A. SUPER CRATEUS,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,15.000000,31.000000,2024-06-01 14:53:14.293
285,MATEUS SUPERMERCADOS S.A. SUPER CRATEUS,2,MATEUS SUPERMERCADOS,502312,77,AVENTAL EM VINIL TRANSPARENTE,11,15.000000,15.000000,2024-06-01 10:20:01.280
